dissim	el0	el1	el2	el3	el4	el5	el6	el7	el8	el9	el10	el11	el12	el13	el14	el15	max_el	diff	diffplus	diffminus	std	diff/std**0.2	diff/std**0.6	diff/std**1	diff/std**1.4	diff/std**2	maxmiddle	similarwindow_4.0	similarwindow_4.1	similarwindow_4.2	similarwindow_4.3	stat0	stat1	stat2	stat3	stat4	stat5	stat6	stat7	stat8	stat9	stat10	stat11	stat12	stat13	stat14	stat15	stat16	stat17	stat18	stat19	stat20	stat21	stat22	stat23	stat24	stat25	stat26	stat27	stat28	stat29	stat30	stat31	stat32	stat33	stat34	stat35	stat36	stat37	stat38	stat39	stat40	stat41	stat42	stat43	stat44	class
0.0066104	0.090367	0.16827	0.10656	0.057195	0.020963	0.069589	0.12678	0.099656	0.021948	0.019526	0.064427	0.015045	0.015608	0.016328	0.010898	0.011912	0.16827	0.081137	0.03343	-0.047707	0.01956	0.1122	0.21371	0.39464	0.63908	0.58685	0.51042	0.069339	0.2337	0.2408	0.27973	0.037064	0.084191	0.065666	0.028093	0.0030169	0.029344	0.063896	0.052256	0.012315	0.0092225	0.0045724	0.0024032	0.0049307	0.0024176	0.0027141	0.0016378	0.24271	0.24281	0.20682	0.23218	-0.1365	-0.13371	-0.051856	0.14105	0.077186	0.14142	0.10981	0.06726	-0.085054	0.09112	0.0063071	-0.14125	-0.092449	-0.075725	0.058403	-0.085657	0.46078	0.39353	0.53054	0.45575	0.14075	0.1098	0.21074	0.14707	1.2327	326.5
0.0096639	0.2323	0.19608	0.18097	0.13097	0.10715	0.17617	0.26861	0.26765	0.17773	0.099767	0.10586	0.0058257	0.0069049	0.013817	0.008688	0.0080645	0.26861	0.19443	0.11875	-0.075681	0.034065	0.24069	0.36821	0.55448	0.78861	0.89996	0.44271	0.096438	0.56516	0.67137	0.75809	0.047227	0.045748	0.065296	0.069738	0.055623	0.096044	0.13867	0.13824	0.088465	0.049021	0.052	0.0029139	0.0013595	0.0022845	0.0023525	0.0024156	0.17376	0.19897	0.20051	0.19743	0.1268	-0.10189	-0.083372	-0.016434	0.07747	0.0042042	0.083228	0.082758	0.12461	0.14063	0.14103	0.086454	-0.058728	-0.13139	-0.090131	-0.1336	0.48685	0.10005	0.37505	0.28974	0.17528	-0.018827	0.10891	0.051583	1.6853	564
0.0096591	0.12709	0.16468	0.17985	0.12176	0.1329	0.3019	0.32582	0.28823	0.17455	0.087663	0.13658	0.010467	0.013767	0.0094367	0.0066065	0.0076079	0.32582	0.17797	0.099026	-0.078944	0.033584	0.22094	0.3399	0.5146	0.73486	0.83637	0.54167	0.14409	0.51623	0.6497	0.60723	0.043899	0.049852	0.04583	0.025601	0.077475	0.15365	0.16168	0.1461	0.086231	0.043844	0.019276	0.0014627	0.002506	0.0017744	0.0010331	0.0021876	0.26175	0.26432	0.22549	0.25384	0.094586	0.13239	-0.0047196	0.089511	-0.019273	0.098769	0.12831	0.10332	0.1338	0.11884	0.14097	-0.14083	0.0039831	0.13611	-0.079048	-0.053419	0.30075	0.078153	0.22028	0.19651	0.036706	-0.038128	0.016722	-0.0033529	1.817	495
0.014783	0.11575	0.16788	0.16496	0.062203	0.23984	0.35228	0.34013	0.25594	0.228	0.20245	0.1444	0.0088402	0.01276	0.016128	0.0071315	0.0094591	0.35228	0.22596	0.1468	-0.079159	0.048188	0.261	0.34801	0.45938	0.58696	0.68017	0.45833	0.05016	0.357	0.49917	0.58958	0.044914	0.058026	0.019071	0.018441	0.12758	0.18967	0.18475	0.15982	0.12612	0.073539	0.079805	0.004425	0.0027191	0.0024649	0.0041022	0.0035707	0.22709	0.27894	0.21097	0.24733	-0.082578	0.042099	-0.031381	0.042495	0.053369	0.042186	0.034432	-0.058549	0.019102	-0.12963	-0.073745	-0.087889	0.082002	0.047206	-0.11654	0.092324	0.45098	0.10318	0.20827	0.23418	0.15206	-0.032413	0.031204	0.018597	1.852	467.5
0.0097811	0.09293	0.30625	0.27701	0.12653	0.047353	0.060554	0.095556	0.12667	0.034145	0.014232	0.020426	0.013146	0.010355	0.012854	0.01082	0.0091439	0.30625	0.14425	0.096189	-0.048062	0.02395	0.19158	0.33688	0.57815	0.89967	0.91668	0.30729	0.15902	0.23252	0.33177	0.33955	0.012247	0.16965	0.18031	0.068663	0.024816	0.032405	0.054309	0.063704	0.017882	0.0069891	0.0065694	0.00075867	0.00097083	0.0023883	0.0032617	0.00036742	0.23634	0.32046	0.28022	0.28379	-0.12981	0.017946	-0.0772	0.035196	-0.06005	0.047749	-0.0017177	0.11232	0.068479	0.14136	0.027968	0.068088	0.1351	-0.12577	-0.13072	-0.10931	0.43092	0.29647	0.32818	0.35009	0.11188	0.018066	0.032786	0.050376	1.2666	522.5
0.006873	0.061303	0.050671	0.093985	0.086495	0.090875	0.20338	0.22489	0.22528	0.17785	0.16075	0.0096318	0.0075504	0.0064403	0.0091772	0.002856	0.0076052	0.22528	0.16398	0.078568	-0.085409	0.026607	0.21325	0.35973	0.59398	0.90202	0.9601	0.33854	0.10926	0.55813	0.68445	0.86428	0.035657	0.017042	0.035821	0.044677	0.046504	0.1002	0.11106	0.11109	0.087349	0.080802	0.0041407	7.1966e-05	0.0025016	0.0011315	0.00099067	0.0036697	0.27123	0.27519	0.24903	0.26811	-0.14142	0.064455	-0.14003	0.082696	0.09269	0.13732	0.13422	0.13613	0.14119	0.1129	-0.092652	-0.13889	0.059059	-0.085968	-0.090475	-0.12987	0.33256	0.16521	0.32549	0.26659	0.056575	0.00024001	0.055135	0.029122	1.6761	440
0.010638	0.068537	0.098112	0.14075	0.17468	0.23761	0.31694	0.21288	0.25053	0.29732	0.24587	0.15031	0.010303	0.010286	0.010495	0.0081756	0.011721	0.31694	0.2775	0.15325	-0.12425	0.042376	0.32886	0.46143	0.63975	0.85199	0.99258	0.17188	0.079218	0.78655	1.0421	1.1523	0.016369	0.051122	0.07275	0.082652	0.12366	0.16517	0.10486	0.12529	0.14948	0.1232	0.080533	0.002962	0.0033571	0.0022367	0.0023142	0.0020933	0.26774	0.29874	0.25477	0.28216	0.12019	0.073638	0.081956	0.1399	0.067144	0.049327	0.13747	0.11894	0.11161	0.11657	0.04668	0.14072	-0.025205	-0.12855	-0.033746	0.10262	0.28644	0.0042952	0.20744	0.15204	0.037036	-0.038612	0.014154	-0.015514	2.0046	715
0.023819	0.14846	0.21641	0.2471	0.38584	0.37222	0.37274	0.34149	0.35789	0.28326	0.21409	0.19357	0.048173	0.012671	0.012858	0.010326	0.0062225	0.38584	0.26168	0.21252	-0.049158	0.070761	0.27995	0.32046	0.36466	0.40805	0.43562	0.44792	0.099453	0.32057	0.46917	0.81436	0.068618	0.047787	0.16063	0.24829	0.1998	0.23584	0.20676	0.17665	0.11602	0.071307	0.065588	0.0075244	0.0032212	0.0065141	0.0015315	0.0013392	0.21709	0.33415	0.29183	0.29735	0.13848	0.13954	-0.10936	-0.078697	-0.13565	-0.093933	-0.07532	-0.13484	-0.12718	-0.1247	-0.080259	-0.12368	0.14016	0.10389	-0.13035	-0.087122	0.15484	-0.045207	-0.093835	0.016307	0.019542	-0.044896	-0.047439	-0.04183	1.9856	261.5
0.018185	0.1295	0.15075	0.20146	0.31886	0.29249	0.30282	0.2926	0.29984	0.25297	0.1962	0.19159	0.049093	0.012	0.013917	0.013103	0.0056206	0.31886	0.28911	0.14621	-0.1429	0.080185	0.30167	0.32858	0.35611	0.38082	0.38913	0.32812	0.22318	0.36275	1.1453	1.3117	0.047981	0.023564	0.10306	0.11378	0.14717	0.14956	0.14399	0.14729	0.11501	0.099882	0.065159	0.010095	0.0013765	0.0018631	0.0024584	0.00096985	0.24953	0.3572	0.25457	0.29867	-0.12449	-0.13081	0.093038	0.099555	0.11172	0.13418	0.13865	0.14092	0.13989	0.098418	0.12602	0.027728	-0.086017	-0.10647	0.037396	0.12943	-0.084448	-0.08566	-0.0815	-0.035907	-0.043457	-0.048761	-0.047491	-0.04168	1.8919	185.5
0.015664	0.16769	0.18475	0.18458	0.27974	0.26849	0.27632	0.28699	0.29407	0.26992	0.23446	0.15292	0.015441	0.012156	0.01837	0.011783	0.0078261	0.29407	0.16775	0.032379	-0.13537	0.054344	0.18917	0.24048	0.30309	0.372	0.42432	0.55208	0.12918	0.32799	0.36948	1.0869	0.084417	0.090727	0.083003	0.08604	0.087968	0.091651	0.10329	0.095372	0.10756	0.11375	0.072927	0.0012933	0.0020377	0.0043828	0.0012613	0.0024547	0.29403	0.2976	0.2156	0.27812	-0.1352	0.14136	-0.10483	-0.060765	-0.12184	-0.087426	-0.12703	-0.14117	-0.11469	-0.048564	-0.095346	0.10795	-0.14076	-0.09487	0.072542	0.13041	-0.079813	-0.12412	-0.062165	-0.06117	-0.04754	-0.046992	-0.048229	-0.048217	1.9164	266.5
0.011392	0.52214	0.33439	0.093217	0.057596	0.13238	0.1418	0.071885	0.096938	0.024868	0.016827	0.08738	0.0044218	0.0092969	0.010879	0.015544	0.015174	0.52214	0.13862	0.092632	-0.045988	0.028039	0.1784	0.29477	0.47736	0.71557	0.77608	0.25521	0.042724	0.30075	0.28091	0.43471	0.19641	0.1132	0.045365	0.028339	0.065782	0.069738	0.036665	0.054271	0.0085668	0.0028684	0.045373	0.0014267	0.001009	0.0021049	0.0029488	0.0024072	0.064651	0.1726	0.15847	0.1453	-0.14005	-0.1334	0.14071	0.13887	0.12662	0.13947	0.09631	0.0095796	0.1341	0.14053	0.077193	-0.041094	-0.096495	-0.023174	0.11058	0.11651	0.20686	0.28904	0.47188	0.44886	0.024512	0.06874	0.17163	0.18587	1.5177	429
0.0066369	0.046643	0.076002	0.095528	0.15788	0.16335	0.23457	0.20521	0.19382	0.097533	0.087001	0.014886	0.003824	0.0074564	0.0054248	0.00662	0.0091574	0.23457	0.16379	0.086908	-0.076882	0.024627	0.21632	0.37623	0.63913	0.98838	1.0196	0.5	0.17555	0.45192	0.35131	0.34834	0.028642	0.017682	0.05187	0.077608	0.081058	0.11644	0.10296	0.09748	0.036662	0.042884	0.003006	0.0011767	0.00031693	0.00071368	0.0021385	0.0017317	0.26412	0.29351	0.25796	0.27501	-0.14068	0.084805	-0.097016	0.14009	0.12831	0.12796	0.11507	0.11225	0.080186	0.13661	0.11861	-0.078536	0.029287	0.11621	0.13941	0.10993	0.28475	0.10102	0.22314	0.196	0.047905	-0.025424	0.017218	0.004182	1.7943	331.5
0.0095837	0.057845	0.13131	0.15968	0.10002	0.20715	0.24134	0.17706	0.26627	0.1763	0.053493	0.018023	0.006957	0.0065971	0.0079329	0.0067956	0.0071135	0.26627	0.16626	0.10276	-0.063498	0.035333	0.20431	0.30807	0.45759	0.64397	0.73943	0.41667	0.1241	0.40844	0.24576	0.37605	0.019693	0.051525	0.072904	0.0071698	0.10804	0.12824	0.091596	0.13404	0.065912	0.0072699	0.0088506	0.0035847	0.0022436	0.0029523	0.0018939	0.002339	0.24579	0.28605	0.25718	0.26678	0.13882	-0.093484	-0.063553	0.055245	0.072666	0.054381	0.081095	0.11116	0.034051	-0.11867	0.14137	-0.13917	0.030659	-0.13053	0.13808	-0.13838	0.43603	0.19643	0.33854	0.30742	0.12387	0.0026818	0.065505	0.047386	1.5611	345.5
0.013777	0.098003	0.1067	0.20434	0.28576	0.24169	0.17879	0.11874	0.18227	0.16387	0.098008	0.095277	0.0071582	0.0071397	0.0067494	0.0086683	0.010825	0.28576	0.053465	0.050901	-0.0025633	0.039295	0.064323	0.092992	0.13268	0.18089	0.21015	0.75	0.086111	0.18845	0.31537	0.46477	0.038742	0.045512	0.072706	0.1819	0.10714	0.053954	0.025108	0.039805	0.040874	0.02526	0.0237	0.0020684	0.00096739	0.0037008	0.0011727	0.0011004	0.26706	0.26989	0.28589	0.27632	0.13584	0.1067	-0.011287	-0.13651	-0.0088638	-0.12787	-0.12484	0.13372	0.077632	0.14043	0.14111	0.082339	0.01527	-0.11662	0.10817	-0.097684	0.30994	0.15711	0.13166	0.1945	0.046829	-0.018479	-0.029411	-0.0072229	1.837	336
0.013648	0.13374	0.31778	0.2786	0.073869	0.10903	0.23115	0.2688	0.24968	0.17305	0.03511	0.13985	0.00725	0.012268	0.0077085	0.0099563	0.016645	0.31778	0.21373	0.14547	-0.068263	0.035039	0.26309	0.39802	0.59305	0.83665	0.95941	0.31771	0.059372	0.3583	0.4332	0.41803	0.058616	0.19153	0.13346	0.040833	0.061259	0.11292	0.14155	0.1265	0.085488	0.017447	0.069147	0.0018812	0.0034174	0.0024454	0.0019619	0.0020869	0.19584	0.26542	0.27781	0.2559	-0.093442	-0.14135	-0.13962	0.007741	-0.065163	0.10642	0.063049	0.10376	0.13382	0.1266	0.13278	0.13764	-0.039604	-0.13807	0.039434	0.14135	0.50563	0.21294	0.33688	0.32726	0.18232	0.0044379	0.045923	0.050603	1.4601	408
0.0077089	0.30055	0.20359	0.064886	0.02072	0.1925	0.018402	0.0053977	0.005619	0.0031832	0.0055566	0.0068936	0.0066395	0.0087244	0.012873	0.013722	0.012463	0.30055	0.048308	0.014631	-0.033677	0.015387	0.07008	0.14671	0.2948	0.49345	0.3906	0.5625	0.050862	0.11272	0.16748	0.20523	0.11484	0.048412	0.033736	0.010638	0.094624	0.0090366	0.0018863	0.00084295	0.0011873	0.0023676	0.0020522	0.001308	0.0021598	0.0023664	0.0047109	0.0040639	0.20163	0.17722	0.13158	0.17324	-0.042057	0.056494	-0.13572	0.089113	0.14008	0.1414	-0.11698	0.12728	-0.086395	-0.1345	0.051592	-0.013398	0.13454	-0.0087015	0.014418	-0.013595	0.60715	0.53614	0.62982	0.61733	0.27041	0.21414	0.29122	0.29887	0.79701	1188.5
0.0082714	0.040497	0.2444	0.28643	0.33089	0.075726	0.036508	0.045487	0.046056	0.012436	0.0067068	0.0063585	0.0051852	0.006373	0.0098585	0.0084084	0.011672	0.33089	0.11757	0.071465	-0.046104	0.020257	0.16145	0.3033	0.55309	0.89018	0.83362	0.40104	0.095734	0.22487	0.3255	0.37412	0.016776	0.073078	0.1494	0.16802	0.038104	0.018253	0.017054	0.022985	0.006108	0.0033182	0.0010752	0.00064856	0.002144	0.0032629	0.00053388	0.0012153	0.2272	0.27708	0.24	0.25069	0.13256	-0.020115	0.072574	0.10134	0.11171	0.11921	-0.11596	0.12144	0.14119	0.13199	0.14115	0.13638	-0.067336	-0.14105	-0.12307	0.048218	0.63194	0.36673	0.49391	0.47802	0.29643	0.072822	0.18432	0.15848	1.0439	429
0.0081104	0.049875	0.21841	0.2262	0.31696	0.067426	0.034204	0.044612	0.044466	0.013435	0.0073308	0.0033154	0.005346	0.0086098	0.0088903	0.0094812	0.0086169	0.31696	0.049226	0.026469	-0.022757	0.022001	0.066493	0.12091	0.21402	0.33906	0.3317	0.59375	0.07573	0.12214	0.21595	0.21898	0.020946	0.098479	0.013435	0.092929	0.011653	0.0088834	0.018595	0.012284	0.002075	0.0013628	0.0015221	0.00048098	0.00065434	0.0019789	0.0027103	0.00054394	0.23514	0.23808	0.24337	0.23907	-0.13808	-0.030598	0.13091	0.064336	0.1413	0.13851	0.030503	0.12256	-0.12878	-0.11904	0.14051	-0.1265	-0.14133	-0.083981	-0.13478	-0.12845	0.53012	0.40998	0.47029	0.46866	0.21217	0.1159	0.1594	0.16022	0.88949	326.5
0.011815	0.17985	0.17355	0.3885	0.38474	0.18227	0.30526	0.27038	0.16373	0.12693	0.034722	0.034519	0.010275	0.0076685	0.018128	0.018354	0.016274	0.3885	0.27006	0.12957	-0.14049	0.043219	0.31879	0.44382	0.61073	0.8083	0.94167	0.1875	0.047088	0.63486	0.63332	0.72195	0.088821	0.08718	0.19808	0.19044	0.090755	0.14995	0.13762	0.08133	0.063039	0.017094	0.017098	0.0012813	0.0012929	0.0028191	0.0040809	0.00071139	0.24965	0.35402	0.27186	0.30126	0.11363	0.11368	0.09674	0.13139	0.12415	0.14099	0.098608	0.12708	0.12725	0.13815	0.13057	-0.12731	0.041842	0.13402	0.084432	0.028235	0.16335	0.12078	0.19973	0.18166	-0.029438	-0.036707	-0.019107	-0.016779	1.7187	553
0.018024	0.076471	0.023976	0.04001	0.65122	0.72639	0.69015	0.5572	0.48089	0.38223	0.16869	0.011689	0.0084205	0.009937	0.0073443	0.014758	0.02044	0.72639	0.089294	0.088698	-0.00059601	0.056122	0.10005	0.12558	0.15632	0.18977	0.21519	0.70833	0.079412	0.10483	0.16179	0.14525	0.026951	0.010715	0.009063	0.12553	0.17119	0.17377	0.10876	0.095588	0.075183	0.031944	0.0026317	0.0012532	0.00093995	0.0010293	0.0028813	0.0019505	0.019606	0.12484	0.15202	0.12486	0.12157	-0.14101	-0.0086203	0.038396	-0.091168	-0.14122	-0.11204	-0.14037	-0.11861	-0.074727	0.10049	0.14116	-0.10972	-0.14141	-0.13991	-0.12364	0.13419	0.23092	0.16907	0.319	-0.0057374	0.0079742	-0.023695	0.046288	1.4865	401.5
0.015224	0.064701	0.023071	0.032306	0.52442	0.56454	0.54181	0.48169	0.41748	0.33203	0.15284	0.011892	0.0054865	0.0090488	0.0080965	0.014639	0.017183	0.56454	0.40696	0.22884	-0.17812	0.05097	0.46484	0.60615	0.78307	0.98209	1.1311	0.19271	0.18367	0.70995	0.74296	0.9243	0.024263	0.0056928	0.016026	0.27288	0.2914	0.27863	0.23806	0.20607	0.16402	0.075109	0.0059222	0.00076404	0.0039108	0.0033546	0.00076182	0.0018725	0.092088	0.36029	0.16743	0.25502	0.11713	0.13027	0.12873	0.075043	0.083421	0.087384	0.13331	0.13485	0.13388	0.14046	0.12401	0.12393	0.11064	0.043032	0.13906	0.042938	0.16306	0.14148	0.21848	0.3506	-0.020574	-0.03896	-0.0086533	0.071797	1.4946	636
0.015194	0.068651	0.027498	0.034345	0.55413	0.59712	0.57476	0.52448	0.46184	0.37478	0.17342	0.013997	0.0070648	0.012088	0.006569	0.01452	0.015276	0.59712	0.088655	0.0083095	-0.080346	0.046128	0.1033	0.14015	0.18812	0.24382	0.28344	0.78646	0.063456	0.14776	0.17317	0.14903	0.014774	0.0081682	0.011135	0.13436	0.13866	0.13414	0.084836	0.10488	0.079252	0.030337	0.001355	0.0028298	0.00078086	0.0079385	0.001674	0.00016476	0.18515	0.14529	0.065577	0.14769	0.010318	-0.015963	0.04607	-0.0015087	0.025504	-0.11516	-0.12688	-0.077699	-0.13343	-0.13831	0.10258	0.12511	0.069974	-0.13534	-0.13872	0.051086	0.21127	0.1601	0.27609	0.29191	-0.011883	-0.026401	0.025298	0.037385	1.6359	429.5
0.0094426	0.15809	0.10369	0.06371	0.049121	0.14122	0.23826	0.248	0.19973	0.073284	0.041161	0.11219	0.0041992	0.013618	0.0089465	0.010985	0.014956	0.248	0.1551	0.098906	-0.056189	0.029795	0.19719	0.31809	0.50364	0.74319	0.82159	0.32812	0.15886	0.25588	0.39801	0.42091	0.041956	0.052503	0.031529	0.026588	0.071979	0.13629	0.1318	0.10523	0.032999	0.0207	0.056551	0.0010402	0.0030338	0.00089865	0.0028145	0.0041448	0.19692	0.21295	0.2124	0.21122	0.088988	0.10446	0.13164	0.037457	-0.13612	-0.0063548	0.054212	0.062588	0.0091527	0.11239	0.10966	-0.085883	-0.08831	-0.015125	0.135	-0.11559	0.55112	0.23696	0.46352	0.39361	0.21776	0.019335	0.16645	0.1082	1.3914	553
0.01593	0.036163	0.093424	0.041866	0.16794	0.62885	0.402	0.38055	0.56195	0.61183	0.55068	0.25628	0.0083647	0.014701	0.014448	0.025783	0.017826	0.62885	0.48427	0.27146	-0.21281	0.057866	0.53931	0.66871	0.82266	0.98819	1.1136	0.17708	0.27925	0.77386	0.89032	0.93345	0.018019	0.042316	0.020913	0.083247	0.32801	0.20053	0.1885	0.28466	0.30877	0.27461	0.12617	0.00074063	0.0029684	0.0024646	0.0036438	0.0010736	0.050364	0.33288	0.12868	0.23832	-0.095866	0.12786	0.12031	0.12964	0.072573	0.12197	0.13053	0.10405	0.1083	0.12233	0.13819	0.074941	0.027133	-0.086239	-0.075384	-0.06911	0.19762	0.13313	0.25237	0.39476	0.001765	-0.03565	0.019096	0.10096	1.45	497.5
0.016138	0.075782	0.30402	0.19748	0.371	0.48174	0.27057	0.26455	0.15244	0.13983	0.097103	0.078894	0.011193	0.023561	0.019414	0.030637	0.016675	0.48174	0.21104	0.057956	-0.15309	0.051264	0.24078	0.31327	0.40381	0.50547	0.58172	0.46875	0.10719	0.15916	0.19157	0.44232	0.023707	0.062636	0.066975	0.20051	0.25419	0.17005	0.080284	0.10781	0.047521	0.036322	0.032657	0.0017183	0.0021541	0.0051342	0.010682	0.002684	0.16999	0.27741	0.096483	0.20604	0.013151	-0.10291	-0.14048	0.038824	0.061116	-0.061675	-0.14089	-0.10522	-0.0051969	-0.09461	-0.14062	-0.14129	-0.10768	0.052261	-0.011738	0.085663	0.1876	0.29501	0.31118	0.39508	-0.0093693	0.032164	0.046976	0.12824	1.4306	331.5
0.0082391	0.24994	0.28399	0.24831	0.13861	0.037222	0.088756	0.14797	0.20343	0.049205	0.088148	0.15406	0.0062434	0.014515	0.011192	0.011262	0.0092733	0.28399	0.18329	0.10181	-0.081487	0.029769	0.23309	0.37612	0.59571	0.87925	0.97176	0.27604	0.13609	0.45437	0.40848	0.39399	0.045424	0.10228	0.12378	0.069805	0.020658	0.044374	0.076031	0.10306	0.024163	0.043355	0.075832	0.0012252	0.00083625	0.0020197	0.0019868	0.0022602	0.18915	0.22643	0.18708	0.20638	-0.04278	-0.025169	0.12276	0.1107	0.01644	0.11928	0.0883	0.10387	0.14139	0.13936	0.13841	-0.10841	-0.051539	0.13474	-0.12589	0.078456	0.54597	0.27628	0.42019	0.38898	0.21879	0.03251	0.11106	0.094947	1.3359	580.5
0.0071464	0.06764	0.13158	0.15115	0.10226	0.097885	0.12525	0.21694	0.24313	0.089133	0.025835	0.0050193	0.0063372	0.0086896	0.011521	0.0083954	0.011883	0.24313	0.14855	0.087334	-0.061218	0.022982	0.19892	0.35554	0.61944	0.97256	0.9721	0.28646	0.16849	0.27598	0.31561	0.28572	0.029699	0.010194	0.097678	0.050785	0.04972	0.067145	0.11082	0.1211	0.043962	0.012726	0.0010918	0.00084833	0.0027103	0.0011022	0.00071758	0.0032589	0.24092	0.25745	0.2427	0.2498	0.14129	0.069348	-0.074183	0.12727	0.10093	0.046095	0.094643	0.12377	0.13587	0.13745	0.10694	-0.079162	-0.027602	-0.0067149	0.13765	0.0090929	0.49464	0.33554	0.43472	0.40859	0.16118	0.077456	0.12367	0.10992	1.1636	525
0.0086718	0.11725	0.19888	0.16405	0.031642	0.02696	0.13499	0.10604	0.35687	0.10185	0.073747	0.0030674	0.004311	0.0071955	0.0074313	0.006866	0.012868	0.35687	0.12931	0.080088	-0.049223	0.024279	0.17127	0.29955	0.51154	0.79361	0.81356	0.36979	0.15144	0.31127	0.36013	0.40226	0.041201	0.080033	0.057006	0.01632	0.013302	0.076566	0.056224	0.17725	0.050057	0.036226	0.0008562	0.0017251	0.0017251	0.0017818	0.0020649	0.0029977	0.21728	0.259	0.25906	0.24806	-0.126	-0.056973	-0.045084	0.084227	0.13541	-0.00023659	0.056442	0.12719	0.14027	0.14098	0.0089028	0.069867	-0.093581	-0.013957	-0.11075	0.014922	0.45206	0.29376	0.36102	0.36016	0.13969	0.040563	0.067386	0.073387	1.3305	497.5
0.0073791	0.1025	0.11779	0.11301	0.18763	0.1713	0.17161	0.19039	0.13702	0.051004	0.029712	0.0037162	0.0070946	0.008897	0.008035	0.0050416	0.006215	0.19039	0.1351	0.050539	-0.084565	0.022639	0.18146	0.32626	0.57153	0.90017	0.89324	0.40625	0.1504	0.41095	0.3593	0.36017	0.031884	0.051332	0.063224	0.097553	0.084661	0.08961	0.095882	0.077042	0.02566	0.0084674	0.0016074	0.0010093	0.0012723	0.00065531	0.0021356	0.002497	0.24842	0.25059	0.22013	0.24257	-0.13193	0.14046	-0.13951	0.075888	0.13329	0.071456	0.11074	0.0063041	0.11189	-0.1215	0.11162	0.10299	0.14114	-0.10793	0.12776	0.13185	0.33254	0.22134	0.42263	0.31411	0.06881	0.031584	0.12778	0.064359	1.6486	359.5
0.0073525	0.084424	0.15312	0.2491	0.30045	0.11189	0.17837	0.086677	0.065428	0.020962	0.010462	0.0056965	0.0057914	0.0082426	0.008564	0.012775	0.012261	0.30045	0.13711	0.061689	-0.075426	0.021751	0.18563	0.33907	0.60267	0.95696	0.93078	0.42708	0.18963	0.41531	0.38802	0.38306	0.037196	0.063892	0.12274	0.15038	0.055135	0.092762	0.043384	0.033065	0.0073177	0.0053136	0.0025068	0.0019404	0.0016085	0.001329	0.0034514	0.0034355	0.24637	0.26726	0.23579	0.25189	-0.12612	-0.087426	0.13715	0.11791	0.13705	0.075617	0.11791	-0.096339	-0.097757	0.10107	-0.053226	-0.14133	0.14142	-0.14066	-0.12336	0.032999	0.38824	0.21549	0.42272	0.32994	0.097787	-0.010281	0.12823	0.056146	1.2837	373
0.006837	0.099391	0.20014	0.1965	0.24238	0.075953	0.095849	0.13853	0.066421	0.011048	0.020013	0.0065524	0.0060166	0.0073147	0.0096943	0.0092626	0.012357	0.24238	0.12373	0.067879	-0.055853	0.02022	0.16997	0.31954	0.58309	0.93877	0.87825	0.27083	0.10616	0.34041	0.31684	0.30639	0.021588	0.057355	0.10495	0.12003	0.037718	0.047387	0.070084	0.032635	0.0054262	0.0098274	0.0032184	0.002636	0.0038681	0.0025383	0.00095096	0.0012515	0.22996	0.26552	0.23882	0.24692	0.020794	-0.12769	0.049532	0.13083	0.12741	0.13288	0.10552	0.14067	0.14117	0.1414	0.1411	-0.080277	-0.082718	0.12971	-0.1198	-0.1255	0.46911	0.29088	0.39245	0.37405	0.16358	0.036221	0.096954	0.08682	1.1567	304
0.011386	0.12461	0.21082	0.23818	0.66085	0.22676	0.040348	0.012932	0.0067774	0.0043718	0.0086023	0.0074925	0.0099882	0.010758	0.025025	0.01743	0.032441	0.66085	0.13462	0.081763	-0.052856	0.026715	0.17493	0.29462	0.48573	0.73691	0.78556	0.57292	0.076124	0.22249	0.26	0.25389	0.015792	0.090328	0.080623	0.33075	0.1124	0.0078211	0.0020188	0.0017462	0.0021963	0.0012682	0.0028941	0.0051043	0.006089	0.0045115	0.0045146	0.0037932	0.10178	0.25123	0.15436	0.18283	0.08394	-0.022067	-0.062679	0.11799	0.12973	-0.087821	0.033493	-0.04011	0.11357	0.10789	-0.13663	-0.062521	-0.080767	-0.13841	-0.011439	-0.13727	0.31439	0.46831	0.31038	0.5519	0.027156	0.16496	0.040415	0.30362	0.95251	414.5
0.013947	0.12307	0.33908	0.36007	0.43693	0.073061	0.10864	0.05771	0.042008	0.029637	0.016574	0.0063579	0.0070488	0.0084529	0.015733	0.011966	0.01365	0.43693	0.16142	0.1134	-0.048017	0.032774	0.20136	0.3128	0.47793	0.6872	0.77823	0.64583	0.1503	0.31091	0.15463	0.19519	0.035766	0.17232	0.1874	0.24072	0.030297	0.055986	0.013359	0.016503	0.0036193	0.0023265	0.00097024	0.0015625	0.0022124	0.0008733	0.0044346	0.0042546	0.21641	0.3333	0.27941	0.28424	0.091894	-0.098647	-0.1148	0.022374	0.087981	0.085157	-0.14109	0.066464	0.082651	0.12887	-0.11965	0.01826	0.036914	0.1185	0.061572	-0.087087	0.49448	0.23654	0.27938	0.31957	0.1771	-0.013734	0.011834	0.032152	1.1892	283.5
